fecha,ubicacion,id_camera,ACCIDENTE,Gravedad_nombre,con_embriaguez,con_persona_mayor,con_embarazo,latitud,longitud,year
2019-10-08,AV AVENIDA CIUDAD DE VILLAVICENCIO-KR 78 02,DEI-024/CAM-01,A001055584,Con Heridos,NO,NO,,4.63099999999997,-74.145,2019
2019-09-29,AV AVENIDA DE LAS AMERICAS-KR 72 02,DEI-002/CAM-01,A001055588,Con Heridos,NO,NO,,4.63099999999997,-74.138,2019
2019-09-29,AV AVENIDA DE LAS AMERICAS-KR 72 02,DEI-002/CAM-02,A001055588,Con Heridos,NO,NO,,4.63099999999997,-74.138,2019
2019-10-11,AV AVENIDA DEL SUR-KR 72 2,DEI-002/CAM-01,A001055591,Solo Daños,NO,NO,,4.63099999999997,-74.138,2019
2019-10-11,AV AVENIDA DEL SUR-KR 72 2,DEI-002/CAM-02,A001055591,Solo Daños,NO,NO,,4.63099999999997,-74.138,2019
2019-10-21,AV AVENIDA DE LAS AMERICAS-KR 78A 02,DEI-024/CAM-01,A001055602,Solo Daños,NO,NO,,4.63099999999997,-74.145,2019
2019-10-03,AV AVENIDA BOYACA-CL 3 2,DEI-002/CAM-01,A001055603,Con Heridos,NO,SI,,4.63,-74.137667694,2019
2019-10-03,AV AVENIDA BOYACA-CL 3 2,DEI-002/CAM-02,A001055603,Con Heridos,NO,SI,,4.63,-74.137667694,2019
2019-10-03,AV AVENIDA PRIMERO DE MAYO-KR 70 2,DEI-039/CAM-01,A001055617,Solo Daños,NO,SI,,4.63,-74.1312497685,2019
2019-10-03,AV AVENIDA PRIMERO DE MAYO-KR 70 2,DEI-039/CAM-02,A001055617,Solo Daños,NO,SI,,4.63,-74.1312497685,2019
2019-10-17,KR 45-CL 98 02,DEI-010/CAM-01,A001055618,Solo Daños,NO,NO,,4.68599999999998,-74.057,2019
2019-10-17,KR 45-CL 98 02,DEI-010/CAM-02,A001055618,Solo Daños,NO,NO,,4.68599999999998,-74.057,2019
2019-10-17,KR 45-CL 98 02,DEI-010/CAM-03,A001055618,Solo Daños,NO,NO,,4.68599999999998,-74.057,2019
2019-10-17,KR 45-CL 98 02,DEI-010/CAM-04,A001055618,Solo Daños,NO,NO,,4.68599999999998,-74.057,2019
2019-10-03,CL 19-KR 10 2,DEI-027/CAM-01,A001055665,Solo Daños,NO,SI,,4.60700000000003,-74.074,2019
